cycle,elapsed_s,sensor1_id,sensor1_grams,sensor2_id,sensor2_grams,total_weight_1_2,sensor1_raw_i32,sensor2_raw_i32
196,1.136635,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
197,1.141244,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
198,1.146568,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
199,1.151685,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
200,1.156862,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
201,1.162675,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
202,1.168391,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
203,1.173972,1,-2184.000000,2,-58.600000,-2242.600000,-7018,-5925
204,1.179449,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
205,1.184556,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
206,1.189566,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
207,1.194711,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
208,1.200454,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
209,1.205088,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
210,1.210235,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
211,1.215424,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
212,1.221328,1,-1322.000000,2,-58.600000,-1380.600000,-6156,-5925
213,1.226482,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
214,1.231510,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
215,1.236670,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
216,1.241863,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
217,1.247115,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
218,1.252265,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
219,1.257345,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
220,1.262609,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
221,1.267649,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
222,1.272786,1,-1322.000000,2,-37.600000,-1359.600000,-6156,-5904
223,1.277950,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
224,1.283071,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
225,1.288337,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
226,1.293423,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
227,1.298547,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
228,1.303694,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
229,1.308936,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
230,1.314160,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
231,1.319267,1,-403.000000,2,-37.600000,-440.600000,-5237,-5904
232,1.324621,1,-403.000000,2,-7.600000,-410.600000,-5237,-5874
233,1.391803,1,-39.000000,2,-7.600000,-46.600000,-4873,-5874
234,1.457682,1,-39.000000,2,3.400000,-35.600000,-4873,-5863
235,1.462756,1,-39.000000,2,3.400000,-35.600000,-4873,-5863
236,1.467944,1,-39.000000,2,3.400000,-35.600000,-4873,-5863
237,1.474345,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
238,1.479592,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
239,1.484869,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
240,1.489985,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
241,1.495081,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
242,1.500361,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
243,1.505518,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
244,1.510664,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
245,1.515852,1,-4.000000,2,3.400000,-0.600000,-4838,-5863
246,1.520788,1,-4.000000,2,4.400000,0.400000,-4838,-5862
247,1.525986,1,-4.000000,2,4.400000,0.400000,-4838,-5862
248,1.531149,1,-4.000000,2,4.400000,0.400000,-4838,-5862
249,1.536352,1,-4.000000,2,4.400000,0.400000,-4838,-5862
250,1.541550,1,-4.000000,2,4.400000,0.400000,-4838,-5862
251,1.546704,1,-4.000000,2,4.400000,0.400000,-4838,-5862
252,1.551909,1,-4.000000,2,4.400000,0.400000,-4838,-5862
253,1.557078,1,-4.000000,2,4.400000,0.400000,-4838,-5862
254,1.562254,1,-4.000000,2,4.400000,0.400000,-4838,-5862
255,1.567452,1,-4.000000,2,4.400000,0.400000,-4838,-5862
256,1.573755,1,-4.000000,2,4.400000,0.400000,-4838,-5862
257,1.578411,1,-4.000000,2,4.400000,0.400000,-4838,-5862
258,1.583042,1,-4.000000,2,4.400000,0.400000,-4838,-5862
259,1.588314,1,-4.000000,2,4.400000,0.400000,-4838,-5862
260,1.593496,1,-4.000000,2,4.400000,0.400000,-4838,-5862
261,1.599104,1,-4.000000,2,4.400000,0.400000,-4838,-5862
262,1.603696,1,-4.000000,2,4.400000,0.400000,-4838,-5862
263,1.608888,1,-4.000000,2,4.400000,0.400000,-4838,-5862
264,1.613501,1,-4.000000,2,4.400000,0.400000,-4838,-5862
265,1.618447,1,-4.000000,2,5.400000,1.400000,-4838,-5861
266,1.623554,1,-4.000000,2,5.400000,1.400000,-4838,-5861
267,1.628758,1,-4.000000,2,5.400000,1.400000,-4838,-5861
268,1.634059,1,-4.000000,2,5.400000,1.400000,-4838,-5861
269,1.639118,1,-4.000000,2,5.400000,1.400000,-4838,-5861
270,1.644364,1,-4.000000,2,5.400000,1.400000,-4838,-5861
271,1.649457,1,-4.000000,2,5.400000,1.400000,-4838,-5861
272,1.654697,1,-4.000000,2,5.400000,1.400000,-4838,-5861
273,1.659855,1,-4.000000,2,5.400000,1.400000,-4838,-5861
274,1.664998,1,-4.000000,2,5.400000,1.400000,-4838,-5861
275,1.670195,1,-4.000000,2,5.400000,1.400000,-4838,-5861
276,1.735844,1,-83.000000,2,-2.600000,-85.600000,-4917,-5869
277,1.796992,1,-83.000000,2,-2.600000,-85.600000,-4917,-5869
278,1.802324,1,-381.000000,2,-2.600000,-383.600000,-5215,-5869
279,1.807959,1,-381.000000,2,-2.600000,-383.600000,-5215,-5869
280,1.813105,1,-381.000000,2,-2.600000,-383.600000,-5215,-5869
281,1.818950,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
282,1.824082,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
283,1.829211,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
284,1.834377,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
285,1.839569,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
286,1.844725,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
287,1.849921,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
288,1.855105,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
289,1.860361,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
290,1.865477,1,-381.000000,2,-6.600000,-387.600000,-5215,-5873
291,1.870693,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
292,1.875860,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
293,1.881058,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
294,1.885643,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
295,1.890904,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
296,1.896066,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
297,1.901155,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
298,1.905760,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
299,1.910389,1,-804.000000,2,-6.600000,-810.600000,-5638,-5873
300,1.915715,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
301,1.920754,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
302,1.925963,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
303,1.931151,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
304,1.936366,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
305,1.941556,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
306,1.946771,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
307,1.951988,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
308,1.957153,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
309,1.962355,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
310,1.967557,1,-804.000000,2,-18.600000,-822.600000,-5638,-5885
311,1.972763,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
312,1.977400,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
313,1.982050,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
314,1.986703,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
315,1.991905,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
316,1.997133,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
317,2.002354,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
318,2.007522,1,-1339.000000,2,-18.600000,-1357.600000,-6173,-5885
319,2.012936,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
320,2.017915,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
321,2.023078,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
322,2.028228,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
323,2.033402,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
324,2.038620,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
325,2.043960,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
326,2.048969,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
327,2.054193,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
328,2.059348,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
329,2.064568,1,-1339.000000,2,-62.600000,-1401.600000,-6173,-5929
330,2.069699,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
331,2.075039,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
332,2.080134,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
333,2.085207,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
334,2.090428,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
335,2.095612,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
336,2.100779,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
337,2.106056,1,-1876.000000,2,-62.600000,-1938.600000,-6710,-5929
338,2.111967,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
339,2.116867,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
340,2.122177,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
341,2.127542,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
342,2.132454,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
343,2.137647,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
344,2.142833,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
345,2.148093,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
346,2.153267,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
347,2.158501,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
348,2.163644,1,-1876.000000,2,-106.600000,-1982.600000,-6710,-5973
349,2.168959,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
350,2.174135,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
351,2.179383,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
352,2.185008,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
353,2.189771,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
354,2.195399,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
355,2.200018,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
356,2.205364,1,-2206.000000,2,-106.600000,-2312.600000,-7040,-5973
357,2.210903,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
358,2.215620,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
359,2.220840,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
360,2.226017,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
361,2.231388,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
362,2.236448,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
363,2.241681,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
364,2.247037,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
365,2.252218,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
366,2.257845,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
367,2.263203,1,-2206.000000,2,-129.600000,-2335.600000,-7040,-5996
368,2.268877,1,-2401.000000,2,-129.600000,-2530.600000,-7235,-5996
369,2.274057,1,-2401.000000,2,-129.600000,-2530.600000,-7235,-5996
370,2.279246,1,-2401.000000,2,-129.600000,-2530.600000,-7235,-5996
